Starting Concept testbench
VCD info: dumpfile waveform.vcd opened for output.
Loaded 512 bytes from tcm.bin
RAM[0] = 0x000000131000006f
RAM[1] = 0x0000001300000013
RAM[2] = 0x0000001300000013
[Cycle 2] PC=0x80000000 Inst=0x1000006f
[Cycle 3] PC=0x80000008 Inst=0x1000006f
[Cycle 6] PC=0x80000100 Inst=0x00500513
[Cycle 7] PC=0x80000108 Inst=0x00500513
[Cycle 10] PC=0x80000108 Inst=0x02b50633
[Cycle 11] PC=0x80000108 Inst=0x02b50633
[Cycle 14] PC=0x80000110 Inst=0x01400713
[Cycle 15] PC=0x80000110 Inst=0x01400713
[Cycle 18] PC=0x80000118 Inst=0x40d708b3
[Cycle 19] PC=0x80000118 Inst=0x40d708b3
[Cycle 22] PC=0x80000120 Inst=0x0ff00993
[Cycle 23] PC=0x80000120 Inst=0x0ff00993
[Cycle 26] PC=0x80000128 Inst=0x0149fab3
[Cycle 27] PC=0x80000128 Inst=0x0149fab3
[Cycle 30] PC=0x80000130 Inst=0x0149cbb3
[Cycle 31] PC=0x80000130 Inst=0x0149cbb3
[Cycle 34] PC=0x80000138 Inst=0x002c1c93
[Cycle 35] PC=0x80000138 Inst=0x002c1c93
[Cycle 38] PC=0x80000140 Inst=0xff000d93
[Cycle 39] PC=0x80000140 Inst=0xff000d93
[Cycle 42] PC=0x80000148 Inst=0x04d00e93
[Cycle 43] PC=0x80000148 Inst=0x04d00e93
[Cycle 46] PC=0x80000150 Inst=0x000f0f93
[Cycle 47] PC=0x80000150 Inst=0x000f0f93
[Cycle 50] PC=0x80000158 Inst=0x41190333
[Cycle 51] PC=0x80000158 Inst=0x41190333
[Cycle 54] PC=0x80000160 Inst=0x08c00393
[Cycle 55] PC=0x80000160 Inst=0x08c00393
[Cycle 58] PC=0x80000168 Inst=0x0000006f
[Cycle 59] PC=0x80000168 Inst=0x0000006f
[Cycle 62] PC=0x80000168 Inst=0x0000006f
[Cycle 63] PC=0x80000170 Inst=0x0000006f
[Cycle 64] PC=0x80000170 Inst=0x00000000
[Cycle 67] PC=0x80000168 Inst=0x0000006f
[Cycle 68] PC=0x80000170 Inst=0x0000006f
[Cycle 69] PC=0x80000170 Inst=0x00000000
[Cycle 72] PC=0x80000168 Inst=0x0000006f
[Cycle 73] PC=0x80000170 Inst=0x0000006f
[Cycle 74] PC=0x80000170 Inst=0x00000000
[Cycle 77] PC=0x80000168 Inst=0x0000006f
[Cycle 78] PC=0x80000170 Inst=0x0000006f
[Cycle 79] PC=0x80000170 Inst=0x00000000
[Cycle 82] PC=0x80000168 Inst=0x0000006f
[Cycle 83] PC=0x80000170 Inst=0x0000006f
[Cycle 84] PC=0x80000170 Inst=0x00000000
[Cycle 87] PC=0x80000168 Inst=0x0000006f
[Cycle 88] PC=0x80000170 Inst=0x0000006f
[Cycle 89] PC=0x80000170 Inst=0x00000000
[Cycle 92] PC=0x80000168 Inst=0x0000006f
[Cycle 93] PC=0x80000170 Inst=0x0000006f
[Cycle 94] PC=0x80000170 Inst=0x00000000
[Cycle 97] PC=0x80000168 Inst=0x0000006f
[Cycle 98] PC=0x80000170 Inst=0x0000006f
[Cycle 99] PC=0x80000170 Inst=0x00000000
[Cycle 102] PC=0x80000168 Inst=0x0000006f
[Cycle 103] PC=0x80000170 Inst=0x0000006f
[Cycle 104] PC=0x80000170 Inst=0x00000000
[Cycle 107] PC=0x80000168 Inst=0x0000006f
[Cycle 108] PC=0x80000170 Inst=0x0000006f
[Cycle 109] PC=0x80000170 Inst=0x00000000
[Cycle 112] PC=0x80000168 Inst=0x0000006f
[Cycle 113] PC=0x80000170 Inst=0x0000006f
[Cycle 114] PC=0x80000170 Inst=0x00000000
[Cycle 117] PC=0x80000168 Inst=0x0000006f
[Cycle 118] PC=0x80000170 Inst=0x0000006f
[Cycle 119] PC=0x80000170 Inst=0x00000000
[Cycle 122] PC=0x80000168 Inst=0x0000006f
[Cycle 123] PC=0x80000170 Inst=0x0000006f
[Cycle 124] PC=0x80000170 Inst=0x00000000
[Cycle 127] PC=0x80000168 Inst=0x0000006f
[Cycle 128] PC=0x80000170 Inst=0x0000006f
[Cycle 129] PC=0x80000170 Inst=0x00000000
[Cycle 132] PC=0x80000168 Inst=0x0000006f
[Cycle 133] PC=0x80000170 Inst=0x0000006f
[Cycle 134] PC=0x80000170 Inst=0x00000000
[Cycle 137] PC=0x80000168 Inst=0x0000006f
[Cycle 138] PC=0x80000170 Inst=0x0000006f
[Cycle 139] PC=0x80000170 Inst=0x00000000
[Cycle 142] PC=0x80000168 Inst=0x0000006f
[Cycle 143] PC=0x80000170 Inst=0x0000006f
[Cycle 144] PC=0x80000170 Inst=0x00000000
[Cycle 147] PC=0x80000168 Inst=0x0000006f
[Cycle 148] PC=0x80000170 Inst=0x0000006f
[Cycle 149] PC=0x80000170 Inst=0x00000000
[Cycle 152] PC=0x80000168 Inst=0x0000006f
[Cycle 153] PC=0x80000170 Inst=0x0000006f
[Cycle 154] PC=0x80000170 Inst=0x00000000
[Cycle 157] PC=0x80000168 Inst=0x0000006f
[Cycle 158] PC=0x80000170 Inst=0x0000006f
[Cycle 159] PC=0x80000170 Inst=0x00000000
[Cycle 162] PC=0x80000168 Inst=0x0000006f
[Cycle 163] PC=0x80000170 Inst=0x0000006f
[Cycle 164] PC=0x80000170 Inst=0x00000000
[Cycle 167] PC=0x80000168 Inst=0x0000006f
[Cycle 168] PC=0x80000170 Inst=0x0000006f
[Cycle 169] PC=0x80000170 Inst=0x00000000
[Cycle 172] PC=0x80000168 Inst=0x0000006f
[Cycle 173] PC=0x80000170 Inst=0x0000006f
[Cycle 174] PC=0x80000170 Inst=0x00000000
[Cycle 177] PC=0x80000168 Inst=0x0000006f
[Cycle 178] PC=0x80000170 Inst=0x0000006f
[Cycle 179] PC=0x80000170 Inst=0x00000000
[Cycle 182] PC=0x80000168 Inst=0x0000006f
[Cycle 183] PC=0x80000170 Inst=0x0000006f
[Cycle 184] PC=0x80000170 Inst=0x00000000
[Cycle 187] PC=0x80000168 Inst=0x0000006f
[Cycle 188] PC=0x80000170 Inst=0x0000006f
[Cycle 189] PC=0x80000170 Inst=0x00000000
[Cycle 192] PC=0x80000168 Inst=0x0000006f
[Cycle 193] PC=0x80000170 Inst=0x0000006f
[Cycle 194] PC=0x80000170 Inst=0x00000000
[Cycle 197] PC=0x80000168 Inst=0x0000006f
[Cycle 198] PC=0x80000170 Inst=0x0000006f
[Cycle 199] PC=0x80000170 Inst=0x00000000
[Cycle 202] PC=0x80000168 Inst=0x0000006f
[Cycle 203] PC=0x80000170 Inst=0x0000006f
[Cycle 204] PC=0x80000170 Inst=0x00000000
[Cycle 207] PC=0x80000168 Inst=0x0000006f
[Cycle 208] PC=0x80000170 Inst=0x0000006f
[Cycle 209] PC=0x80000170 Inst=0x00000000
[Cycle 212] PC=0x80000168 Inst=0x0000006f
[Cycle 213] PC=0x80000170 Inst=0x0000006f
[Cycle 214] PC=0x80000170 Inst=0x00000000
[Cycle 217] PC=0x80000168 Inst=0x0000006f
[Cycle 218] PC=0x80000170 Inst=0x0000006f
[Cycle 219] PC=0x80000170 Inst=0x00000000
[Cycle 222] PC=0x80000168 Inst=0x0000006f
[Cycle 223] PC=0x80000170 Inst=0x0000006f
[Cycle 224] PC=0x80000170 Inst=0x00000000
[Cycle 227] PC=0x80000168 Inst=0x0000006f
[Cycle 228] PC=0x80000170 Inst=0x0000006f
[Cycle 229] PC=0x80000170 Inst=0x00000000
[Cycle 232] PC=0x80000168 Inst=0x0000006f
[Cycle 233] PC=0x80000170 Inst=0x0000006f
[Cycle 234] PC=0x80000170 Inst=0x00000000
[Cycle 237] PC=0x80000168 Inst=0x0000006f
[Cycle 238] PC=0x80000170 Inst=0x0000006f
[Cycle 239] PC=0x80000170 Inst=0x00000000
[Cycle 242] PC=0x80000168 Inst=0x0000006f
[Cycle 243] PC=0x80000170 Inst=0x0000006f
[Cycle 244] PC=0x80000170 Inst=0x00000000
[Cycle 247] PC=0x80000168 Inst=0x0000006f
[Cycle 248] PC=0x80000170 Inst=0x0000006f
[Cycle 249] PC=0x80000170 Inst=0x00000000
[Cycle 252] PC=0x80000168 Inst=0x0000006f
[Cycle 253] PC=0x80000170 Inst=0x0000006f
[Cycle 254] PC=0x80000170 Inst=0x00000000
[Cycle 257] PC=0x80000168 Inst=0x0000006f
[Cycle 258] PC=0x80000170 Inst=0x0000006f
[Cycle 259] PC=0x80000170 Inst=0x00000000
[Cycle 262] PC=0x80000168 Inst=0x0000006f
[Cycle 263] PC=0x80000170 Inst=0x0000006f
[Cycle 264] PC=0x80000170 Inst=0x00000000
[Cycle 267] PC=0x80000168 Inst=0x0000006f
[Cycle 268] PC=0x80000170 Inst=0x0000006f
